"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI","predictWQI"
"5728","INSIDE KOLKATA LEATHER COMPLEX","WEST BENGAL","GROUNDWATER",28.8,7.2,1461,0.7,0.1,2,8,2014,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.3093638106462
"5729","BHIMA AT PUNE, D/S OF BUNDGARDEN","MAHARASHTRA","RIVERWATER",27,7.8,376,14.2,0.63,525,1800,2012,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,70.9581242659857
"5730","O/W  - BHOOMAIAH NEAR ASHPONDS OF NTPC , KUNDANPALLY (V) , RAMAGUNDAM , KARIMNAGAR, A.P","ANDHRAPRADESH","GROUNDWATER",26.5,7.6,1820,2,23.7,22,1600,2011,40,100,0,100,80,40,6.8,17,13,0,17.6,8.8,63.2,72.0767446393111
"5731","MALPRABHA AT D/S OF KHANAPUR VILLAGE,KARNATAKA","KARNATAKA","RIVERWATER",26.2,7.8,236,1.4,2.2,684,1536,2013,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,73.7465757982056
"5732","CHAUDHARY KA WELL VILLAGE PANIALA, KOTAPUTALI NEAR ASSOCIATED ALCOHOL BREVERIES LTD JAIPUR","RAJASTHAN","GROUNDWATER",28,8,1260,0.3,1.06,4,7,2012,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.7204678842955
"5733","YAMUNA AT AGRA U/S, U.P.","UTTARPRADESH","RIVERWATER",24.8,7.7,1075,6.8,1.64,18134.3000000001,50000,2010,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,61.2475467669935
"5734","BRAHMANI AT RENGALI, ORISSA","ORISSA","RIVERWATER",26.9,7.8,146,0.9,0.8,951,50000,2014,40,100,80,100,100,0,6.8,17,13,6.88,22,0,65.68,60.705828350951
"5735","GANGA NEAR DANAPUR (NEAR
PIPA PUL)","BIHAR","RIVERWATER",21,7.1,191,2,0,700,1700,2016,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,78.6329760228337
"5736","PENNAR BEFORE CONFL.WITH CHITRAVATHI,TADPATRI,UNGANOOR","ANDHRAPRADESH","RIVERWATER",26.7,8,736,3.3,0.65,114,1002,2011,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,72.9611657791641
"5737","NARMADA AT HOSHANGABAD      D /S M.P.","MADHYAPRADESH","RIVERWATER",26.3,7.89,345,2.6,1.15,6,492,2009,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.6692105047166
"5738","PARVATI BEFORE CONF. TO RIVER BEAS, H.P.","HIMACHALPRADESH","RIVERWATER",9,7.7,108,0.4,0.4,39,209,2014,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08,87.2234385766815
"5739","MAHANADI AT SONEPUR D/S","ORISSA","RIVERWATER",26,7.5,182,0.3,0.5,130,490,2015,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16,74.9316491373322
"5740","KALINADI AT D/S OF MUZAFFAR NAGAR, U.P.","UTTARPRADESH","RIVERWATER",25.9,7.8,965,147,2.72,18134.3000000001,50000,2008,40,100,0,0,100,0,6.8,17,0,0,22,0,45.8,35.7935801187656
"5741","TAPI AT BURHANPUR M.P.","MADHYAPRADESH","RIVERWATER",24.4,7.6,458,1.4,0.32,0,405,2009,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,75.7840164269012
"5742","NIZAMUDDIN BRIDGE","DELHI","RIVERWATER",25,7.5,1134,23.8,0.91,18134.3000000001,50000,2007,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,58.4842312385958
"5743","KINNERASANI A/C OF KTPS ASH POND EFFLUENTS, KHAMMAM","ANDHRAPRADESH","RIVERWATER",20,7.5,477,0.6,0.53,4,1292,2012,80,100,0,100,100,40,13.6,17,13,0,22,8.8,74.4,79.0648652007897
"5744","GODAVARI AT MANCHERIAL","ANDHRAPRADESH","RIVERWATER",25.1,8.2,481,2.3,0.26,89,1380,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.9618698286754
"5745","HAND PUMP AT NAHAN","HIMACHALPRADESH","GROUNDWATER",23.5,7.1,868,1.1,0.03,8,12,2012,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,77.3399405317032
"5746","TAPI AT BHUSAWAL US MAHARASHTRA","MAHARASHTRA","RIVERWATER",29.8,8,393,3.4,4.59,38,120,2013,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,70.639784560314
"5747","TUNGHABHADRA AT ULLANUR, KARNATAKA","KARNATAKA","RIVERWATER",27,8.4,727,2.1,0.47,533,1019,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.360482382333
"5748","CAUVERY AT PETTAIVAITHALAI, TRICHY","TAMILNADU","RIVERWATER",27.8,7.8,670,0.9,0.23,151,305,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.0850951704437
"5749","KRISHNA AT RAJAPUR WEIR, MAHARASHTRA","MAHARASHTRA","RIVERWATER",29.7,7.8,273,3.2,2.74,4,107,2013,40,100,40,80,100,60,6.8,17,10.4,3.44,22,13.2,72.84,71.1892674894976
"5750","TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU","TAMILNADU","RIVERWATER",29,7.6,787,3.2,0.14,82,178,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,72.1304372850772
"5751","CHANDRABHAGA U/S OF PANDHARPUR TOWN","MAHARASHTRA","RIVERWATER",27,7.63,470,11.1,1.69,0.36,93,2006,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,72.1188004941727
"5752","GODAVARI RIVER NEAR SOMESHWAR TEMPLE.","MAHARASHTRA","RIVERWATER",22.4,8.1,331,3.8,0.7,56,167,2014,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,76.1369824866009
"5753","RIVER BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR","MADHYAPRADESH","RIVERWATER",22,7.3,402,2.1,0,4,32,2013,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,78.0025122812845
"5754","BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE","MAHARASHTRA","RIVERWATER",27.3,8,130,3.3,0.46,33,93,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28,72.8151529308083
"5755","MAHI AT SEVALIA","GUJARAT","RIVERWATER",24,8,288,0.3,0,14,49,2016,60,100,40,100,100,80,10.2,17,13,3.44,22,17.6,83.24,75.8009390641956
"5756","HOTEL ORIENT PLACE, SUBHAS NAGAR,
UDAIPUR","RAJASTHAN","GROUNDWATER",26,7,1210,1.1,1.1,3,4,2015,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,75.5499224087871
"5757","MAHANADI AT CUTTACK U/S, ORISSA","ORISSA","RIVERWATER",29,7.7,167,1.2,0.5,1020,1513,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,71.998940396986
"5758","RAVI AT U/S CHAMBA, H.P.","HIMACHALPRADESH","RIVERWATER",10,7.85,169,0.8,0.26,5,21,2006,100,100,60,100,100,80,17,17,13,5.16,22,17.6,91.76,86.2477957870475
"5759","NEAR GALVANISATION UNIT, HOWRAH","WEST BENGAL","GROUNDWATER",27.5,7.6,1448,0.9,0.08,8,30,2010,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.6310274148694
"5760","INSIDE KOLKATA LEATHER COMPLEX","WEST BENGAL","GROUNDWATER",26.5,7.8,1440,0.83,0.11,8,20,2012,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,74.0820890003627
"5761","PENNAR AT SIDDVATA, NELLORE, A.P.","ANDHRAPRADESH","RIVERWATER",25,7.6,1080,1.8,4.97,482,50000,2006,60,100,0,100,100,0,10.2,17,13,0,22,0,62.2,61.886342281928
"5762","BHIMA D/S, OF BUNDGARDEN PUNE","MAHARASHTRA","RIVERWATER",25,6.8,173,3.6,0,14,175,2016,60,100,60,80,100,60,10.2,17,10.4,5.16,22,13.2,77.96,76.2575854377731
"5763","RAM REKHA RIVER AT HARINAGAR","BIHAR","RIVERWATER",25.9,7.3,496,3.3,0,18134.3000000001,50000,2013,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,61.8020853130172
"5764","DURGAPUR TOWN, NEAR IISCO,
BURDWAN, WEST BENGAL","WEST BENGAL","GROUNDWATER",29,7,824,0.6,0.1,200,400,2015,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.4217283417149
"5765","INDRAYANID/S OF ALANDIGAON, PUNE","MAHARASHTRA","RIVERWATER",21,7,128,2.8,0.1,35,550,2016,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,78.9423188819682
"5766","LAKSHMANTIRTHA AT WATER SUPPLY INTAKE
POINT TO HUNSUR TOWN","KARNATAKA","RIVERWATER",23,7.3,124,1,0.2,310,1200,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,77.1572424685783
"5767","RAMGANGA AT KANNAUJ (B/C)","UTTARPRADESH","RIVERWATER",25.3,7.7,52,5.9,1.52,1533,50000,2010,40,100,100,80,100,0,6.8,17,10.4,8.6,22,0,64.8,61.1188636583965
"5768","MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S), ORISSA","ORISSA","RIVERWATER",25,7.4,132,0.5,0.6,0.39,460,2006,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,75.7872697008377
"5769","TUNGHABHADRA AT HARALAHALLI BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",26,7.8,309,2,0.25,36,46,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,74.3120944477186
"5770","BAITARNI AT CHANDBALI","ORISSA","RIVERWATER",27.2,7.7,7008,1.6,0.75,18134.3000000001,50000,2011,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.0169630778147
"5771","CAUVERY AT ERODE NEAR CHIRAPALAYAM, TAMILNADU","TAMILNADU","RIVERWATER",30,7.81,590,2.8,0.28,535,1400,2006,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,70.8336155141956
"5772","TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU","TAMILNADU","RIVERWATER",26,6.7,88,1.03,0.15,89,173,2008,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88,76.1143308145369
"5773","PAWNA RIVER AT CHINCHWADGAON, PUNE.","MAHARASHTRA","RIVERWATER",24.7,8.5,331,9.8,1.13,256,1733,2013,60,100,0,60,100,40,10.2,17,7.8,0,22,8.8,65.8,72.3587182846452
"5774","RIVER TAPI NEAR BARDOLI (KAPP BRIDGE) BARDOLI","GUJARAT","RIVERWATER",28.8,8,361,1.2,0.24,863,2450,2010,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.456335916696
"5775","MANAS RIVER AT NH-31 CROSSING, BARPETA, DISTRICT","ASSAM","RIVERWATER",28,7.6,437,0.63,0.1,750,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.269488598442
"5776","KABINI AT BATHING GHAT, NANJANAGUD","KARNATAKA","RIVERWATER",21,7.1,120,2,0.1,260,1700,2016,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,78.6311088071576
"5777","GOUR RIVER BHOGA DOOR, JABALPUR","MADHYAPRADESH","RIVERWATER",24.2,7.7,406,1.6,0.95,0,74,2010,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,75.7934364814713
"5778","IN SIDE SHIV TEMPLE NEAR AIR FORCE STATION AJMER ROAD, JAIPUR","RAJASTHAN","GROUNDWATER",26.5,7.57,3150,0.25,0.58,3,4,2009,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,74.3736236581623
"5779","VENNA RIVER AT VARYE, SATARA.","MAHARASHTRA","RIVERWATER",21,7.5,275,3.1,0.9,14,425,2015,60,100,40,80,100,60,10.2,17,10.4,3.44,22,13.2,76.24,78.108904132014
"5780","RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)","ORISSA","RIVERWATER",22.7,7.2,103,0.7,1.7,18134.3000000001,50000,2014,60,100,80,100,100,0,10.2,17,13,6.88,22,0,69.08,64.6706186038404
"5781","KALPATHI PUZHA AT KALPATHI, PALAKKAD","KERALA","RIVERWATER",29.2,7.6,281,1.2,0.7,384,718,2014,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,72.1872972567352
"5782","DARNA RIVER AT ASWALI ( DARNA DAM), IGATPURI, NASHIK","MAHARASHTRA","RIVERWATER",21.6,7.9,262,3.4,1.2,33,106,2014,60,100,40,80,100,60,10.2,17,10.4,3.44,22,13.2,76.24,77.0806289941404
"5783","CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA","TRIPURA","RIVERWATER",28,7.8,161,2.93,0.1,518,588,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,72.5559813391095
"5784","GHATPRABHA AT W.A. POINT TO GOKAK TOWN,KARNATAKA","KARNATAKA","RIVERWATER",28,7.6,368,1.1,8.98,430,1325,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.3410301531301
"5785","GROUND WATER NEAR MSW DUMPING SITE AT GARCHUK-GUWAHATI","ASSAM","GROUNDWATER",27,7,271,0.55,0.18,0,1,2009,40,100,40,100,100,100,6.8,17,13,3.44,22,22,84.24,75.042880576558
"5786","R KUTTIYADE AT KUTTIYADY ESTATE","KERALA","RIVERWATER",25,6.9,34,0.9,0.14,110,256,2012,60,100,100,100,100,60,10.2,17,13,8.6,22,13.2,84,76.5575978733133
"5787","SABARMATI AT MAHUDI JAIN TEMPLE, 150 KM. FORM ORIGIN,GUJARAT","GUJARAT","RIVERWATER",30,8.3,708,3.5,0.6,80,290,2008,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,70.2397665495228
"5788","BHIMA AT FEROZABAD VILLAGE (D/S), KARNATAKA","KARNATAKA","RIVERWATER",28.5,14.7,917,3,0.2,992,1542,2014,40,0,0,100,100,40,6.8,0,13,0,22,8.8,50.6,61.5541449154173
"5789","ASHWANI AT U/S YASHWANT NAGAR","HIMACHALPRADESH","RIVERWATER",21,8.5,322,0.7,1.93,14,39,2012,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,77.0584584680775
"5790","MAHI AT VASAD, GUJARAT","GUJARAT","RIVERWATER",24,8.56,388,3.6,0.15,0.28,6,2006,60,80,0,80,100,80,10.2,13.6,10.4,0,22,17.6,73.8,74.3827908896948
"5791","CAUVERY AT THANJAVUR, TAMILNADU","TAMILNADU","RIVERWATER",28,8,527,0.9,0.25,165,320,2009,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.6440205358853
"5792","SHUKRA TAL, MUZAFFARNAGAR, NEAR GANGA RIVER","UTTARPRADESH","RIVERWATER",17,8,290,1.8,0,70,125,2014,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24,80.6755810013355
"5793","NEAR KHANPURA TALAB, AJMER","RAJASTHAN","GROUNDWATER",23,7.6,5100,5.26,0.95,4,14,2011,60,100,0,80,100,80,10.2,17,10.4,0,22,17.6,77.2,75.8635748543844
"5794","RIVER GHAGHRA AT BARHALGANJ, GORAKHPUR","UTTARPRADESH","RIVERWATER",25.4,8.1,387,2.8,0.44,128,277,2010,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.0868035469095
"5795","NEAR JAGANNATH TEMPLE, PURI, ORISSA","ORISSA","GROUNDWATER",26.5,7.9,1003,0.3,6.9,130,540,2014,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.4430869492209
"5796","VILLAGE VINAYAKIA, JODHPUR (HUKUM SINGH RATHORE)","RAJASTHAN","GROUNDWATER",25,7.6,3950,1.5,2,4,9,2013,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,75.0566127575903
"5797","U/S OF TARAPITH ON RIVER DWARKA AT SADHAK BAMDEB GHAT","WEST BENGAL","RIVERWATER",27.7,7.5,465,5.3,1.35,18134.3000000001,50000,2011,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,59.7363411067754
"5798","BRAHMPUTRA RIVER NEAR WATER INTAKE POINT AT KACHARIGHAT, PANBAZAR, GUWAHATI, ASSAM","ASSAM","RIVERWATER",27,7.6,210,0.9,1.2,18134.3000000001,50000,2014,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,60.8982148468272
"5799","KUSEI BEFORE JOINING WITH BAITARANI RIVER AT ANANDPUR","ORISSA","RIVERWATER",26.5,7.9,223,1.7,0.42,3055,50000,2010,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,60.7327858730128
"5800","PENNAR BEFORE CONFL.WITH CHITRAVATHI, TADPATRI, UNGANOOR, A.P.","ANDHRAPRADESH","RIVERWATER",28,7.8,1434,1.5,9.1,22,658,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.0616211736817
"5801","NARMADA AT CHANDOD, GUJARAT","GUJARAT","RIVERWATER",25,8,294,2.1,0.5,2,13,2008,60,100,40,100,100,80,10.2,17,13,3.44,22,17.6,83.24,74.7246186079859
"5802","*GUWAHATI, ASSAM","ASSAM","GROUNDWATER",23,7.2,668,0.7,0.31,73,210,2006,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,77.5714179412234
"5803","BICHIA, BRIDGE GOVINDGARH ROAD","MADHYAPRADESH","RIVERWATER",22.8,7.8,152,8,4.85,90,900,2010,60,100,60,60,100,40,10.2,17,7.8,5.16,22,8.8,70.96,75.0877976418459
"5804","PAWANA RIVER AT KASARWADI, HAWELI, PUNE","MAHARASHTRA","RIVERWATER",23,6.9,339,6.9,0.8,275,1800,2015,60,100,0,60,100,40,10.2,17,7.8,0,22,8.8,65.8,76.5116913636932
"5805","BURHIDIHING AT DULIAJAN (INTAKE POINT OF OIL INDIA LTD.)","ASSAM","RIVERWATER",18,6.8,56,0.6,0.1,2,1000,2016,80,100,100,100,100,40,13.6,17,13,8.6,22,8.8,83,81.7213227665689
"5806","KABINI AT BATHING
GHAT, NANJANAGUD, KARNATAKA","KARNATAKA","RIVERWATER",23,7,166,2,0.2,1300,50000,2015,60,100,60,100,100,0,10.2,17,13,5.16,22,0,67.36,64.6228151861672
"5807","SONE AT KOELWAR, BIHAR","BIHAR","RIVERWATER",25,8,252,2.5,0.87,756,1533,2010,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44,74.2331195872852
"5808","PARVATI INDL. ESTATE, SHIROL","MAHARASHTRA","GROUNDWATER",23,8,1507,1.7,1.44,3,45,2011,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,76.1048210408974
"5809","SATLUJ AT U/S RAMPUR, H.P.","HIMACHALPRADESH","RIVERWATER",13.4,8.1,261,0.2,0.2,52,263,2014,100,100,40,100,100,60,17,17,13,3.44,22,13.2,85.64,83.4084665759355
"5810","GANGA AT DAKSHINESHWAR WEST BENGAL","WEST BENGAL","RIVERWATER",26.7,7.88,317,3.2,0.23,0.2,50000,2006,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,60.3605337672712
"5811","PEHLAR DAM ON PEHLAR RIVER-INLET OF WATER WORKS, VASAI, THANE","MAHARASHTRA","RIVERWATER",26.4,7.7,143,3.6,0.43,38,109,2010,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28,73.8709920119152
"5812","BEAS AT D/S PATHANKOT,PUNJAB","PUNJAB","RIVERWATER",15.7,7.5,240,0.7,2.6,193,450,2014,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24,82.3074206173419
"5813","DAMODAR AT HALDIA D/S (2 KM AWAY FROM HALDIA TOWN), WB","WEST BENGAL","RIVERWATER",27.6,7.9,10698,2.3,0.32,18134.3000000001,50000,2009,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,59.0635285148897
"5814","DIKHOW RIVER AT DIKHOW BRIDGE SIVASAGAR","ASSAM","RIVERWATER",23.3,6.9,169,2,1,1100,2333,2013,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,77.0028608957514
"5815","ALKANANDA A/C MANDAKINI AT RUDRAPRAYAG","UTTARAKHAND","RIVERWATER",14.8,7.5,110,1.1,0.23,18134.3000000001,50000,2009,100,100,80,100,100,0,17,17,13,6.88,22,0,75.88,70.0745152910085
"5816","ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA","KERALA","RIVERWATER",25.7,7.5,75,1.4,0.7,183,448,2014,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,74.9657176557367
"5817","D/S DHAKANSU NALLAH, PUNJAB","PUNJAB","RIVERWATER",24,7.4,1256,24.8,6,18134.3000000001,50000,2013,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,58.8293594279399
"5818","SAWARGAON, YAVATMAL","MAHARASHTRA","GROUNDWATER",24,7.8,856,4.9,1.35,4,12,2007,60,100,0,80,100,80,10.2,17,10.4,0,22,17.6,77.2,75.1718424821159
"5819","KABINI AT BATHING GHAT, NANJANAGUD, KARNATAKA","KARNATAKA","RIVERWATER",26.5,7.7,272,2.6,0.59,1504,50000,2013,40,100,40,100,100,0,6.8,17,13,3.44,22,0,62.24,60.8592842377628
"5820","BETWA NEAR INTAKE POINT, VIDISHA","MADHYAPRADESH","RIVERWATER",35.5,7.6,437,3.8,0.2,11,45,2010,0,100,0,80,100,80,0,17,10.4,0,22,17.6,67,67.2942512370584
"5821","R MOGRAL AT MOGRAL BR.","KERALA","RIVERWATER",29,6.5,925,1.1,0.3,830,1550,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.7584807048047
"5822","BMW SITE, BURUDGAON, AHMEDNAGAR","MAHARASHTRA","GROUNDWATER",28,8.5,182,7.7,0.18,6,25,2007,40,100,60,60,100,80,6.8,17,7.8,5.16,22,17.6,76.36,70.8196670124156
"5823","SATLUJ AT D/S RAMPUR","HIMACHALPRADESH","RIVERWATER",8,8.3,254,0.2,0.53,90,438,2012,100,100,40,100,100,60,17,17,13,3.44,22,13.2,85.64,87.0185856309281
"5824","RAMGANGA AT KANNAUJ (BEFORE CONF.),U.P","UTTARPRADESH","RIVERWATER",25.3,8,61,5,4,1808,50000,2013,40,100,100,80,100,0,6.8,17,10.4,8.6,22,0,64.8,60.6524801139189
"5825","SANKOSH RIVER, DHUBRI","ASSAM","RIVERWATER",26,6.9,60,0.9,0.1,360,360,2015,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,75.7946479248742
"5826","BEAS AT D/S AUT","HIMACHALPRADESH","RIVERWATER",9,7.6,93,0.2,0.52,52,204,2012,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08,87.4016578228845
"5827","MUCHKUNDI AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI","MAHARASHTRA","RIVERWATER",28.5,8.1,254,2.2,0.15,3,75,2010,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44,71.9909952456588
"5828","SATLUJ AT D/S BHAKHRA","HIMACHALPRADESH","RIVERWATER",17,8,202,0.5,0.3,14,59,2011,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96,80.9047039148796
"5829","KOLONG RIVER AT MARIGAON","ASSAM","RIVERWATER",26,7.8,106,1.1,0.05,0.02,3500,2006,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,73.5913654996359
"5830","TAMBIRAPARANI AT MURAPPANADU, TAMILNADU","TAMILNADU","RIVERWATER",28,7.1,260,1.78,0.13,110,200,2008,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44,73.8946913643197
"5831","K.M.M.L. (KOLLAM)","KERALA","GROUNDWATER",27.9,7.2,789,1.65,2.25,140,450,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.5885240870798
"5832","R PERIYAR AT KALAMASSERY","KERALA","RIVERWATER",27.3,7,65,1.7,0.28,631,1937,2013,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,74.1214777732569
"5833","SATLUJ AT U/S HEAD WORKS ROPAR, PUNJAB","PUNJAB","RIVERWATER",19,7.5,278,0.7,2,55,305,2007,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24,79.9541615651726
"5834","R PERIYAR AT KALAMASSERY","KERALA","RIVERWATER",27.9,6.7,57,1.9,0.28,478,3139,2010,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,73.7780732444187
"5835","PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA","MAHARASHTRA","RIVERWATER",26,7.3,229,3.8,0.68,108,257,2009,40,100,40,80,100,60,6.8,17,10.4,3.44,22,13.2,72.84,74.6657442473736
"5836","NARMADA AT CHANDOD, GUJARAT","GUJARAT","RIVERWATER",26,8.46,248,2.4,0.1,0.28,5,2006,40,100,40,100,100,100,6.8,17,13,3.44,22,22,84.24,73.2820597580956
"5837","MSW SITE, PIMPRI-
CHINCHWAD, PUNE","MAHARASHTRA","GROUNDWATER",28,7.3,1045,3.2,0.3,7,20,2016,40,100,0,80,100,80,6.8,17,10.4,0,22,17.6,73.8,73.3266949181046
"5838","AMRAVATI D/S OF DONDAICHA, DHULE","MAHARASHTRA","RIVERWATER",22,7.4,560,4,0,4,280,2016,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,77.4455150079935
"5839","GODAVARI AT LATUR WATER INTAKE NEAR PUMP HOUSE AT DHAMEGAON.","MAHARASHTRA","RIVERWATER",27.4,7.8,432,4.2,1.05,3,82,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,72.8229661887401
"5840","IB AT  RAJ NAGAR U/S","ORISSA","RIVERWATER",27.5,7.9,157,1.4,0.25,711,1439,2011,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,72.8078715910149
"5841","PAMBA AT CHENGANNUR","KERALA","RIVERWATER",28,6.8,49,0.9,0.56,448,913,2010,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,74.2942490675235
"5842","KALA AMB INDUSTRIAL AREA","HIMACHALPRADESH","GROUNDWATER",24.3,7.9,585,3.1,0.6,2,5,2014,60,100,0,80,100,100,10.2,17,10.4,0,22,22,81.6,75.1893215318372
"5843","INSIDE TATA METALIKS,
KHARAGPUR","WEST BENGAL","GROUNDWATER",31,7.1,370,0.5,0,11,22,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,71.9558051090981
"5844","WARDHA RIVER AT U/S OF ACC GHUGGUS, CHANDRAPUR.","MAHARASHTRA","RIVERWATER",23.9,8.2,458,8.9,2.2,110,140,2014,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,73.8865754430232
"5845","ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA","KERALA","RIVERWATER",24.8,7.5,82,1.4,1,161,443,2014,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,75.6083575387136
"5846","BHAVANI AT ELACHIVAZHY","KERALA","RIVERWATER",24.6,7.3,110,0.4,0.31,195,315,2011,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,76.3087624433706
