"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI","predictWQI"
"2318","YAGACHI RIVER NEAR PUMPING STATION. HASSAN CITY","KARNATAKA","RIVERWATER",24.5,7.6,383,1.5,1.63,138,813,2008,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,75.4992499120315
"2319","SHIMSHA AT D/S OF HIGHWAY BRIDGE, YEDIYAR, KARNATAKA","KARNATAKA","RIVERWATER",25.7,7.6,400,2.67,7.5,110,1600,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.7911710517993
"2320","LAKSHMANTIRTHA  AT D/S OF HUNSUR TOWN, KARNATAKA","KARNATAKA","RIVERWATER",28,7.8,480,3.03,0.85,801,1600,2008,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,72.1970984048567
"2321","KABBANI AT SARAGUR VILLAGE D/S, KARNATAKA","KARNATAKA","RIVERWATER",27.8,7.9,155,1,0.5,317,1600,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,72.5969136597835
"2322","KABBANI AT WATER INTAKE OF KIADB AT NANJANGUD,KARNATAKA","KARNATAKA","RIVERWATER",28.3,8.1,301,1.25,0.35,128,1600,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.8861835783274
"2323","BHAVANI AT ELACHIVAZHY, KERALA","KERALA","RIVERWATER",26.9,7.4,143,0.38,1.97,33,213,2008,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88,74.3763926777294
"2324","BHAVANI AT PATHIRAKALIAMMAN KOIL, TAMILNADU","TAMILNADU","RIVERWATER",32,7.3,162,1.03,0.38,303,453,2008,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16,70.7033873209544
"2325","BHAVANI AT BHAVANI SAGAR, TAMILNADU","TAMILNADU","RIVERWATER",27.3,7.4,176,1.53,0.27,278,468,2008,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16,73.93157777328
"2326","BALEHWAR KHADI AT N.H. NO. 8","GUJARAT","RIVERWATER",27,7.8,530,2.73,0.6,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.299479186032
"2327","RIVER KAVERI ON BRIDGE AT BILLIMORA-VALSAD ROAD","GUJARAT","RIVERWATER",30,8.1,8782,1.9,0.43,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,57.1981691903861
"2328","AMBIKA AT BILIMORA, GUJARAT","GUJARAT","RIVERWATER",29,8,3431,2.8,0.3,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,58.3254980763692
"2329","KOLAK AT PATALIA BDG., GUJARAT","GUJARAT","RIVERWATER",25,7.6,1161,7.43,0.53,99,259,2008,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,74.2639323119692
"2330","RIVER BHOGAVO D/S OF SURENDRANAGAR.","GUJARAT","RIVERWATER",28,7.9,4491,16.5,0.1,58,116,2008,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,69.8514087241533
"2331","TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.","GUJARAT","RIVERWATER",29,7.9,43983,1.83,1.22,105,188,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,68.7021098969069
"2332","MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA","GOA","RIVERWATER",28,8,49,1.25,0.02,3,7,2008,40,100,100,100,100,80,6.8,17,13,8.6,22,17.6,85,72.7160902398305
"2333","RIVER KHANDEPAR AT OPA - PONDA, GOA","GOA","RIVERWATER",28,7.2,95,1.4,0.1,18,22,2008,40,100,80,100,100,80,6.8,17,13,6.88,22,17.6,83.28,73.8723027458034
"2334","RIVER TALPONA AT CANACONA, GOA","GOA","RIVERWATER",28,6.9,58,1.9,0.03,25,53,2008,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,74.2328840068492
"2335","BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA","MAHARASHTRA","RIVERWATER",25,7.7,109,3.25,0.38,165,296,2008,60,100,80,80,100,60,10.2,17,10.4,6.88,22,13.2,79.68,74.9201009458578
"2336","PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA","MAHARASHTRA","RIVERWATER",22,7.2,131,4.5,0.83,285,737,2008,60,100,80,80,100,40,10.2,17,10.4,6.88,22,8.8,75.28,77.5101441739122
"2337","KUNDALIKA AT ROHA CITY, MAHARASHTRA","MAHARASHTRA","RIVERWATER",27,7.6,109,4.13,0.28,260,624,2008,40,100,80,80,100,40,6.8,17,10.4,6.88,22,8.8,71.88,73.3639862926013
"2338","VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.","MAHARASHTRA","RIVERWATER",21,6.6,291,1.96,1.4,4,104,2008,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84,79.700101842306
"2339","MITHI RIVER","MAHARASHTRA","RIVERWATER",32,7.3,12697,45.6,1.32,642,1259,2008,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,61.7493209024698
"2340","PERIYAR NEAR ALWAYE-ELOOR, KERALA","KERALA","RIVERWATER",29,6.5,1638,1.5,0.8,349,816,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.7944183001309
"2341","PERIYAR AT SEWAGE DISCHARGE POINT, KERALA","KERALA","RIVERWATER",28,6.7,41,1,0.75,443,1179,2008,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,74.3436598808384
"2342","R PERIYAR AT KALAMASSERY","KERALA","RIVERWATER",28,6.8,52,1.6,0.22,555,1680,2008,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,73.9947063102477
"2343","CHALIYAR AT KOOLIMADU, KERALA","KERALA","RIVERWATER",27,6.9,80,0.4,0.52,207,508,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,75.0753687040537
"2344","MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA","KERALA","RIVERWATER",29,6.8,57,1.5,1.12,230,681,2008,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,73.4740678756834
"2345","ACHENKOIL AT THUMPAMON, KERALA","KERALA","RIVERWATER",26,6.3,46,0.6,1.07,624,1010,2008,40,80,100,100,100,40,6.8,13.6,13,8.6,22,8.8,72.8,76.5056280772798
"2346","ACHENKOIL AT CHENNITHULA, KERALA","KERALA","RIVERWATER",27,6.4,54,0.7,3.53,375,985,2008,40,80,100,100,100,40,6.8,13.6,13,8.6,22,8.8,72.8,75.4352888667045
"2347","KAKKADAVU,  KERALA","KERALA","RIVERWATER",28,6.7,62,0.9,2.8,293,920,2008,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,74.2834288162602
"2348","IRUMPANAM, KERALA","KERALA","RIVERWATER",30,6.7,221,2.1,3.97,220,660,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,72.5756255985633
"2349","R AYROOR AT AYROOR BRIDGE","KERALA","RIVERWATER",27,6.9,105,0.7,0.15,265,800,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,74.9706678054063
"2350","R ITHIKKARA AT ITHIKKARA","KERALA","RIVERWATER",28,7.3,155,0.8,1.2,570,920,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,73.51011368269
"2351","R KADALUNDI AT HAJIRAPPALLY","KERALA","RIVERWATER",27,6.6,57,0.4,0.25,297,883,2008,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,75.44583512056
"2352","R CORAPUZHA AT KANAYANKODE","KERALA","RIVERWATER",28,6.7,2497,0.5,0.15,510,1100,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,74.3151289539165
"2353","R RAMAPURAM AT RAMAPURAM BRIDGE","KERALA","RIVERWATER",28,5.9,595,0.8,0.1,570,1375,2008,40,60,0,100,100,40,6.8,10.2,13,0,22,8.8,60.8,75.5277354394083
"2354","R PERUVAMBA AT CHANDAPPURA","KERALA","RIVERWATER",28,6.1,30,0.9,0.3,690,1050,2008,40,80,100,100,100,40,6.8,13.6,13,8.6,22,8.8,72.8,75.3237989825061
"2355","R NEELASWARAM AT NAMBIARKAL DAM","KERALA","RIVERWATER",28,6.5,1135,0.7,0.25,850,1850,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,74.4742783530997
"2356","R PULLUR AT PULLUR BR.","KERALA","RIVERWATER",27,5.9,39,0.8,0.55,440,1500,2008,40,60,100,100,100,40,6.8,10.2,13,8.6,22,8.8,69.4,76.2403065965745
"2357","R KADAMBAYAR AT BRAHMAPURAM","KERALA","RIVERWATER",29,6.2,181,3,0.45,672,2208,2008,40,80,60,100,100,40,6.8,13.6,13,5.16,22,8.8,69.36,73.746552554836
"2358","TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU","TAMILNADU","RIVERWATER",25,6.6,118,1.15,0.15,70,180,2008,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,76.9753933598401
"2359","TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU","TAMILNADU","RIVERWATER",28,7.2,439,2.28,0.14,236,415,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.5880395436221
"2360","KALI AT D/S WEST COAST PAPER MILL, KARNATAKA","KARNATAKA","RIVERWATER",26,7.3,252,4.33,1,322,858,2008,40,100,40,80,100,40,6.8,17,10.4,3.44,22,8.8,68.44,74.3915351890991
"2361","GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB","PUNJAB","RIVERWATER",21,7.4,1095,27,3.35,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,60.853773885357
"2362","D/S CHHATBIR, PUNJAB","PUNJAB","RIVERWATER",20,7.3,748,7.4,2.65,18134.3000000001,50000,2008,80,100,0,60,100,0,13.6,17,7.8,0,22,0,60.4,65.2290075749215
"2363","D/S DHAKANSU NALLAH, PUNJAB","PUNJAB","RIVERWATER",21,7.2,856,23.8,3.45,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,61.7204537345038
"2364","D/S JHARMAL NADI, PUNJAB","PUNJAB","RIVERWATER",21,7.2,1184,18.1,3.75,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,62.6686074967192
"2365","U/S SARDULGARH, PUNJAB","PUNJAB","RIVERWATER",21,7.6,951,25.8,3.23,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,60.7829350769006
"2366","WELL AT TADAVAI A.P.","ANDHRAPRADESH","GROUNDWATER",24,7,897,0.8,4.2,0.1,14,2008,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,76.8775908453285
"2367","WELL AT VIJAYWADA, A.P.","ANDHRAPRADESH","GROUNDWATER",30,7.4,1101,0.8,1.8,0.1,1100,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.7293672620397
"2368","B/W. - EAST OF SAICHERUVU ,PAIDIPALLY (V),WARANGAL DIST., A.P","ANDHRAPRADESH","GROUNDWATER",23,7.1,1182,0.3,10.5,0.1,412,2008,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,76.9839096664439
"2369","O/W  - BHOOMAIAH NEAR ASHPONDS OF NTPC , KUNDANPALLY (V) , RAMAGUNDAM , KARIMNAGAR","ANDHRAPRADESH","GROUNDWATER",24,7.3,1634,0.45,4.4,0.1,82,2008,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,76.4048716596297
"2370","B/W. - NANDYAL, KURNOOL DIST., A.P.","ANDHRAPRADESH","GROUNDWATER",25,7.7,2079,1.4,5.8,0.1,13,2008,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,74.7925040481859
"2371","B/W. - SWARNAMUKHI RIVER, SRIKALAHASTI, CHITTOOR DIST., A.P.","ANDHRAPRADESH","GROUNDWATER",23,7.8,1160,2.1,6.4,0.1,284,2008,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,75.9478274620976
"2372","O/W. - NEAR RAMA TEMPLE , WARD No.2 , MINDI , VISAKHAPATNAM, A.P","ANDHRAPRADESH","GROUNDWATER",28,7.2,4300,1.1,46.4,0.1,780,2008,40,100,0,100,80,40,6.8,17,13,0,17.6,8.8,63.2,70.165649988665
"2373","O/W. -NEAR PARTAP NAGAR BRIIDGE  -KAKINADA , E.G.","ANDHRAPRADESH","GROUNDWATER",27,7.5,2400,0.9,11.7,0.1,3,2008,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,73.2698571243388
"2374","TRENCHING GROUND IN THE PREMISES OF M/S RISHABH MASALA UDYOG, INDORE","MADHYAPRADESH","GROUNDWATER",28,7.6,2295,1.4,2.9,0.87,12,2008,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.9205607650861
"2375","PUNKUNNAM TRISSUR DISTT. , KERALA","KERALA","GROUNDWATER",27,6.3,117,1.3,2.4,3.9,210,2008,40,80,80,100,100,60,6.8,13.6,13,6.88,22,13.2,75.48,75.7583688849827
"2376","WELL AT AHMEDABAD, GUJARAT","GUJARAT","GROUNDWATER",28,7.4,1600,2.5,2.2,3.6,5,2008,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,73.1292885214002
"2377","JAGATPUR INDUSTRIAL AREA, CUTTACK","ORISSA","GROUNDWATER",24,8.4,550,0.9,6.1,0.03,2,2008,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2,74.6633099968628
"2378","BIDANASHI - TULASIPUR AREA, CUTTACK","ORISSA","GROUNDWATER",25,8,91,0.1,1.4,0.05,2,2008,60,100,80,100,100,100,10.2,17,13,6.88,22,22,91.08,75.0274546810181
"2379","KALPNA - LAXMINAGAR AREA,  BHUBANESWAR","ORISSA","GROUNDWATER",25,6.7,296,0.5,9.8,0.08,2,2008,60,100,40,100,100,100,10.2,17,13,3.44,22,22,87.64,76.2947248954766
"2380","BEAS AT U/S MANALI, H.P.","HIMACHALPRADESH","RIVERWATER",10,7.1,182,0.4,0.1,7,616,2007,100,100,60,100,100,40,17,17,13,5.16,22,8.8,82.96,87.2922023459156
"2381","BEAS AT EXIT OF TUNNEL DEHAL POWER HOUSE, H.P.","HIMACHALPRADESH","RIVERWATER",15,7.6,291,0.2,0.2,7,80,2007,100,100,40,100,100,60,17,17,13,3.44,22,13.2,85.64,83.0228068226497
"2382","BEAS AT U/S PATHANKOT, PUNJAB","PUNJAB","RIVERWATER",17,7.6,217,0.8,1.4,28,270,2007,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96,81.3162865946991
"2383","BEAS AT 1KM.D/S OF EFFL. DISH. POINT AT MUKERIAN ,PUNJAB","PUNJAB","RIVERWATER",18,7.7,263,1.2,1.7,53,553,2007,80,100,40,100,100,40,13.6,17,13,3.44,22,8.8,77.84,80.261917980963
"2384","U/S BUDHA NALLAH (UPPER), PUNJAB","PUNJAB","RIVERWATER",21,7.2,381,1.5,2,357,777,2007,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,78.6584943317352
"2385","SATLUJ AT BOAT BDG. DHARMKOTNAKODAR ROAD, JALANDHAR, PUNJAB","PUNJAB","RIVERWATER",23,7.3,508,10.7,3,18134.3000000001,50000,2007,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,62.4371668735285
"2386","ALKANANDA A/C MANDAKINI AT RUDRAPRAYAG, UT","UTTARAKHAND","RIVERWATER",15,7.4,138,1,0.24,3168,50000,2007,100,100,80,100,100,0,17,17,13,6.88,22,0,75.88,70.0912893679717
"2387","GANGA AT KANNAUJ U/S (RAJGHAT), U.P","UTTARPRADESH","RIVERWATER",25,7.9,71,3.4,1.77,2033,50000,2007,60,100,100,80,100,0,10.2,17,10.4,8.6,22,0,68.2,61.4576360443142
"2388","GANGA AT KANNAUJ D/S, U.P","UTTARPRADESH","RIVERWATER",25,8,72,3.9,1.8,18134.3000000001,50000,2007,60,100,100,80,100,0,10.2,17,10.4,8.6,22,0,68.2,61.218935801738
"2389","GANGA AT BITHOOR (KANPUR), U.P.","UTTARPRADESH","RIVERWATER",26,8,37,2.7,1.42,2150,50000,2007,40,100,100,100,100,0,6.8,17,13,8.6,22,0,67.4,60.720678921007
"2390","GANGA AT KANPUR D/S (JAJMAU PUMPING STATION), U.P","UTTARPRADESH","RIVERWATER",25,7.9,75,6.1,2.82,18134.3000000001,50000,2007,60,100,100,60,100,0,10.2,17,7.8,8.6,22,0,65.6,60.9131344302412
"2391","GANGA AT ALLAHABAD (RASOOLABAD), U.P.","UTTARPRADESH","RIVERWATER",26,8.2,426,3.2,2.06,2950,50000,2007,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,60.2614901432063
"2392","GANGA AT ALLAHABAD D/S (SANGAM), U.P.","UTTARPRADESH","RIVERWATER",26,8.2,471,3.6,2.22,18134.3000000001,50000,2007,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,60.1772825177087
"2393","GANGA AT VARANASI U/S (ASSIGHAT), U.P","UTTARPRADESH","RIVERWATER",26,7.3,234,3.3,0.3,18134.3000000001,50000,2007,40,100,40,80,100,0,6.8,17,10.4,3.44,22,0,59.64,61.7263877497232
"2394","YAMUNA AT U/S OF LAKHWAR DAM, U.T.","UTTRANCHAL","RIVERWATER",18,7.4,213,0.7,0.21,1275,50000,2007,80,100,60,100,100,0,13.6,17,13,5.16,22,0,70.76,67.9304697331023
"2395","MAZAWALI","UTTARPRADESH","RIVERWATER",22,7.7,1152,17.8,0.96,18134.3000000001,50000,2007,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,61.4356921172797
"2396","MATHURA U/S","UTTARPRADESH","RIVERWATER",24,7.8,1084,10.8,1.37,18134.3000000001,50000,2007,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,61.008827156111
"2397","YAMUNA AT ALLAHABAD. U.P.","UTTARPRADESH","RIVERWATER",21,8,672,2.2,1.8,1100,1700,2007,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,77.0919895513665
"2398","YAMUNA AT ALLAHABAD D/S (BALUA GHAT), U.P","UTTARPRADESH","RIVERWATER",27,8.1,564,2.5,2.13,1775,3158,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.072898475953
"2399","KALI (W) AT U/S OF MUZAFFAR NAGAR U.P.","UTTARPRADESH","RIVERWATER",27,8.3,261,3.9,0.61,18134.3000000001,50000,2007,40,100,40,80,100,0,6.8,17,10.4,3.44,22,0,59.64,59.367457348662
"2400","GOMTI AT JAUNPUR D/S, U.P.","UTTARPRADESH","RIVERWATER",23,7.8,545,3.4,0.57,18134.3000000001,50000,2007,60,100,0,80,100,0,10.2,17,10.4,0,22,0,59.6,63.1300910342635
"2401","SAI AT UNNAO AFTER DRAIN OUTFALL, U.P.","UTTARPRADESH","RIVERWATER",25,8.3,430,1.5,0.36,608,1869,2007,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,73.8938648594035
"2402","SARYU AT AYODHYA AT MAIN BATHING GHAT, U.P.","UTTARPRADESH","RIVERWATER",24,7.5,263,2.7,0.48,18134.3000000001,50000,2007,60,100,40,100,100,0,10.2,17,13,3.44,22,0,65.64,62.9905129662486
"2403","RIHAND AT RENUKUT U/S, U.P.","UTTARPRADESH","RIVERWATER",28,7.9,236,2.3,1.58,1200,2200,2007,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,71.9838620136651
"2404","CHAMBAL AT RAMESHWARGHAT NR. SAWAIMADHOPUR, RAJASTHAN","RAJASTHAN","RIVERWATER",28,8.1,459,1.9,0.49,6,50,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.3793126758524
"2405","KHAN AT KABIT KHEDI (NEAR INDORE) M.P.","MADHYAPRADESH","RIVERWATER",27,7.9,1813,77.5,22,31,50000,2007,40,100,0,60,80,0,6.8,17,7.8,0,17.6,0,49.2,45.5258074615846
"2406","TONS AT CHAKGHAT, M.P.","MADHYAPRADESH","RIVERWATER",22,7.2,284,1.5,0.2,40,170,2007,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84,78.2147626559415
"2407","BRAHAMPUTRA AT KHERGHAT (AFTER CONFL. WITH DIBANG & DIHANG), ASSAM","ASSAM","RIVERWATER",23,7,158,1.3,0.11,2267,50000,2007,60,100,60,100,100,0,10.2,17,13,5.16,22,0,67.36,64.7516804770258
"2408","BRAHAMPUTRA AT DIBRUGARH, ASSAM","ASSAM","RIVERWATER",23,7.1,159,1.1,0.19,1119,4156,2007,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,76.661121385469
"2409","BRAHAMPUTRA AT NIMATIGHAT, ASSAM","ASSAM","RIVERWATER",22,7,158,1.7,0.19,2288,50000,2007,60,100,60,100,100,0,10.2,17,13,5.16,22,0,67.36,65.4129484639235
"2410","BRAHAMPUTRA AT JOGIJHOGA NEAR BRIDGE, ASSAM","ASSAM","RIVERWATER",27,7.1,239,1.2,0.13,1233,3593,2007,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,73.8435095827116
"2411","BRAHMPUTRA RIVER NEAR WATER INTAKE POINT AT KACHARIGHAT, PANBAZAR, GUWAHATI, ASSAM","ASSAM","RIVERWATER",26,7.1,173,0.9,0.18,450,2958,2007,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,74.800269295555
"2412","BRAHMPUTRA RIVER AT SUALKUCHI, DIST. KAMRUP, ASSAM","ASSAM","RIVERWATER",24,7.1,159,2.2,0.1,320,1303,2007,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,76.487859756631
"2413","SUBANSIRI AT GEREKAMUKH,ASSAM,(BEFORE CONFL. WITH BRAH.),ASSAM","ASSAM","RIVERWATER",21,7.4,98,1.4,0.1,500,50000,2007,60,100,80,100,100,0,10.2,17,13,6.88,22,0,69.08,65.6148602940028
"2414","BURIDIHING NEAR DULIAJAN AT D/S, TINSUKIA","ASSAM","RIVERWATER",23,6.9,246,1.3,0.4,440,933,2007,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44,77.7497350465164
"2415","JAI BHARALI RIVER NEAR BISWANATH CHARALI, SONITPUR","ASSAM","RIVERWATER",21,7.5,75,1.6,0.13,483,1937,2007,60,100,100,100,100,40,10.2,17,13,8.6,22,8.8,79.6,78.042146999693
"2416","DISANG RIVER AT DILLIGHAT, DIBRUGARH DIST., ASSAM","ASSAM","RIVERWATER",22,6.8,244,1,0.25,743,3344,2007,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44,78.0660200023296
"2417","DISANG AT GUNDAMGHAT, ASSAM","ASSAM","RIVERWATER",22,7.3,159,1.6,0.1,370,1365,2007,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,77.7504758940531
"2418","MORA BHARALI  AT TEZPUR, ASSAM","ASSAM","RIVERWATER",22,7.4,98,2.3,0.1,775,1900,2007,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,77.3431597620613
"2419","BHARALU RIVER AT GUWAHATI","ASSAM","RIVERWATER",29,7,679,21.1,0.1,18134.3000000001,50000,2007,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6,56.8453568144129
"2420","DEEPAR BILL, ASSAM","ASSAM","RIVERWATER",29,7.2,230,4.2,0.1,2005,50000,2007,40,100,40,80,100,0,6.8,17,10.4,3.44,22,0,59.64,59.523595830859
"2421","RIVER MAHI AT UMETA","GUJARAT","RIVERWATER",27,8,408,2.3,0.3,3,12,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.2226435331046
"2422","RIVER MAHI AT MUJPUR","GUJARAT","RIVERWATER",26,8.1,1493,3.8,0.3,3,15,2007,40,100,0,80,100,80,6.8,17,10.4,0,22,17.6,73.8,73.4688158138187
"2423","RIVER MAHI AT VIRPUR","GUJARAT","RIVERWATER",26,7.9,335,2.2,0.1,3,10,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,74.1459427632326
"2424","RIVER ANAS AT KUSHALGADH","GUJARAT","RIVERWATER",27,8.3,400,2.6,0.1,3,10,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.7373212696613
"2425","MAHI NEAR RAJASTHAN BOARDER AT KADANADAM","GUJARAT","RIVERWATER",27,8,329,2.7,0.1,3,10,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.1732788554804
"2426","RIVER SABARMATI AT HANSAOL BRIDGE, GUJARAT","GUJARAT","RIVERWATER",27,7.5,744,15,1.1,18134.3000000001,50000,2007,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6,58.5592503251592
"2427","SABARMATI AFTER CONF. WITH MESHWA AT VAUTHA (NEAR DHOKLA), GUJARAT","GUJARAT","RIVERWATER",26,7.5,2700,105,0.1,1500,2000,2007,40,100,0,40,100,40,6.8,17,5.2,0,22,8.8,59.8,56.139075084358
"2428","NARMADA AT NARSINGHPUR M.P.","MADHYAPRADESH","RIVERWATER",31,7.9,1629,2.8,7.2,11,1100,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,69.4793659098569
"2429","RIVER NARMADA AT CHANOD","GUJARAT","RIVERWATER",26,8.1,271,2,0.06,3,14,2007,40,100,40,100,100,80,6.8,17,13,3.44,22,17.6,79.84,73.8883900318926
"2430","RIVER NARMADA AT PANETHA","GUJARAT","RIVERWATER",27,8,269,2.1,0.08,3,11,2007,40,100,40,100,100,80,6.8,17,13,3.44,22,17.6,79.84,73.2833193513549
"2431","TAPI AT AJNAND VILLAGE, MAHARASHTRA","MAHARASHTRA","RIVERWATER",28,8,210,25,1.2,25,275,2007,40,100,60,60,100,60,6.8,17,7.8,5.16,22,13.2,71.96,68.4132674908803
"2432","TAPI AT UPHAD VILLAGE, MAHARASHTRA","MAHARASHTRA","RIVERWATER",31,7.7,220,22,1.1,7,17,2007,40,100,60,60,100,80,6.8,17,7.8,5.16,22,17.6,76.36,67.2484211436367
"2433","RANGAVALI D/S OF NAVAPUR","MAHARASHTRA","RIVERWATER",39,8.4,325,9,0.2,20,95,2007,0,100,0,60,100,60,0,17,7.8,0,22,13.2,60,62.6100171866773
"2434","MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S), ORISSA","ORISSA","RIVERWATER",27,7.7,104,2,0.3,700,940,2007,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,73.5017180317856
"2435","IB AT  RAJ NAGAR U/S, ORISSA","ORISSA","RIVERWATER",29,7.6,137,1,0.2,922,1319,2007,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,72.2573655200381
"2436","KUAKHAI AT BHUBANESWAR D/S, ORISSA","ORISSA","RIVERWATER",27,7.7,209,3.1,1.3,18134.3000000001,50000,2007,40,100,60,80,100,0,6.8,17,10.4,5.16,22,0,61.36,60.358556604656
"2437","BIRUPA AT CHOUDWAR, ORISSA","ORISSA","RIVERWATER",29,7.7,20747,2.3,0.2,1065,1975,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,70.2110227233588
